"","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrentOccu","CurJobYears","CurJobMonths","CommunitySize","CountryOfRes","MaritalStatus","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","YouProcast","OthersThinkU","DPMean","AIPMean","GPMean","SWLSMean"
"1710",28,"Female","No Kids","deg","student",25000,"other",3,0,"Large-City","United States","Married",0,0,2,3,3,2,2,1,2,5,4,3,2,4,4,2,4,2,3,2,4,3,3,2,2,5,3,3,4,4,4,3,2,3,2,2,3,4,3,4,4,3,5,5,5,5,5,"yes","yes",2,3,3.15,5
"1711",45,"Female","No Kids","deg","full-time",45000,"technical writer",0,10,"Small City","United States","Single",0,0,3,3,2,1,1,1,1,3,4,2,5,2,4,2,4,3,4,2,2,4,4,1,3,2,5,2,4,3,5,4,4,4,5,3,3,4,4,3,3,3,2,3,4,3,3,"yes","no",2,2.86666666666667,3.45,3
"1712",67.5,"Female","Yes Kids","phd","full-time",150000,"doctor; physician",28,0,"Large-City","United States","Widowed",1,0,3,3,3,2,2,1,1,4,3,2,3,3,3,2,4,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,3,3,3,3,3,3,"yes","no",2.5,2.73333333333333,3.2,3
"1713",28,"Male","No Kids","deg","full-time",67500,"it analyst",3,6,"Medium-Sized","United States","Single",0,0,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,3,5,1,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,4.73333333333333,4.35,1
"1714",37.5,"Female","Yes Kids","ma","part-time",10000,"full-time mother / part-time editor",0,11,"Medium-Sized","United States","Married",0,2,4,3,1,1,1,1,1,2,5,3,4,4,3,2,5,3,4,3,4,3,5,2,5,3,2,3,4,4,4,4,5,4,1,3,4,5,4,4,3,3,4,5,4,5,4,"yes","yes",2.5,3.13333333333333,3.6,4.4
"1715",55,"Female","Yes Kids","phd","unemployed",35000,"unemployed",2,0,"Other","United States","Married",1,1,4,4,4,3,3,2,3,4,5,4,5,4,4,3,4,3,5,2,4,4,4,3,4,4,2,2,3,4,4,3,5,5,2,4,4,4,3,4,4,3,2,4,2,3,1,"yes","yes",3.5,3.73333333333333,3.55,2.4
"1716",37.5,"Male","No Kids","ma","full-time",87500,"manager",3,0,"Medium-Sized","United States","Married",0,0,3,4,4,3,3,1,1,5,1,2,3,2,3,2,2,3,1,1,1,2,3,2,3,3,3,4,4,3,4,1,4,4,3,4,3,4,4,3,3,4,3,4,3,4,3,"yes","no",3,2,3.3,3.4
"1717",32.5,"Female","No Kids","deg","full-time",35000,"casting director",2,6,"Large-City","United States","Married",0,0,3,3,5,3,3,2,2,2,3,3,3,4,3,2,4,5,5,5,4,4,3,1,5,3,2,2,3,4,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,"yes","yes",3,3.4,3.1,3.2
"1718",28,"Female","No Kids","ma","full-time",250000,"other",3,0,"Large-City","United States","Single",0,0,3,2,2,2,2,2,2,5,4,3,2,4,3,2,3,3,4,5,3,4,4,2,2,5,5,3,5,2,4,3,3,4,4,2,3,3,3,3,4,4,4,4,3,3,4,"yes","yes",2.5,3.26666666666667,3.4,3.6
"1719",45,"Male","Yes Kids","ma","full-time",150000,"financial consultant",3,3,"Large-City","United States","Married",0,2,3,3,4,3,3,2,3,3,3,3,3,3,3,2,3,4,3,4,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,2,3,4,3,3,3,3,2,2,2,3,2,"yes","yes",3,3,2.8,2.2
"1720",19,"Male","No Kids","ltuni","student",10000,"please specify",0,8,"Large Town","United States","Single",0,0,4,5,5,3,3,1,1,5,2,1,2,5,5,2,5,2,1,3,2,3,5,3,2,4,2,5,4,4,5,1,4,5,2,3,4,5,4,4,4,4,4,4,4,4,4,"yes","yes",3.5,2.66666666666667,3.7,4
"1721",32.5,"Male","No Kids","ma","full-time",150000,"real estate developer",2,0,"Large-City","United States","Single",0,0,3,3,4,3,3,2,2,5,3,3,2,3,5,3,3,4,3,4,2,4,4,3,4,4,2,4,4,3,5,3,3,5,2,2,4,4,4,4,5,4,4,4,4,4,3,"yes","no",3,3.2,3.65,3.8
"1722",67.5,"Female","Yes Kids","deg","unemployed",150000,"other",0,0,"Other","United States","Separated",3,7,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,5,3,4,2,5,5,5,3,3,3,4,5,3,5,3,4,3,5,4,4,5,5,5,5,4,3,1,1,2,1,"yes","no",3,4.06666666666667,4.15,1.6
"1723",25,"Male","No Kids","ltuni","student",10000,"tech support",1,2,"Large-City","United States","Single",0,0,4,3,3,5,5,4,1,3,5,5,5,5,5,1,5,4,1,4,1,4,5,1,5,5,1,2,5,5,5,1,1,5,4,4,5,5,5,1,5,5,4,5,2,2,1,"yes","yes",4.5,3.53333333333333,3.75,2.8
"1724",28,"Male","No Kids","ma","student",25000,"other",0,0,"Medium-Sized","United States","Married",0,0,5,4,2,4,4,1,1,1,2,2,2,1,1,2,4,4,2,2,2,2,4,2,2,4,2,2,5,4,4,1,2,4,2,3,3,4,5,4,4,4,2,4,1,2,2,"yes","no",4.5,1.93333333333333,3.25,2.2
"1725",45,"Female","No Kids","dip","full-time",150000,"pr and communications firm owner",6,0,"Medium-Sized","United States","Single",0,0,2,3,2,2,2,2,2,4,3,3,4,4,3,3,3,3,4,3,4,5,4,3,2,4,4,3,4,2,4,4,3,4,3,2,3,4,3,4,5,4,3,3,3,3,2,"yes","yes",2,3.33333333333333,3.45,2.8
"1726",24,"Male","No Kids","ma","full-time",87500,"software developer",1,0,"Small City","United States","Single",0,0,1,3,4,2,2,2,5,5,4,5,2,5,4,4,4,4,5,2,5,3,4,1,5,5,2,2,5,4,4,5,4,4,3,3,3,4,1,5,4,5,3,4,3,2,2,"yes","yes",1.5,3.93333333333333,3.65,2.8
"1727",45,"Female","Yes Kids","phd","full-time",87500,"attorney",13,0,"Large-City","United States","Married",2,0,5,3,3,3,3,4,3,2,3,3,5,3,4,4,4,3,3,5,3,4,4,3,2,1,2,4,5,4,3,3,5,5,5,3,3,2,2,4,4,3,3,4,4,4,3,"yes","yes",4,3.53333333333333,3.35,3.6
"1728",55,"Female","Yes Kids","deg","full-time",35000,"geologist",4,0,"Large-City","United States","Divorced",1,1,4,2,4,2,2,1,1,5,3,3,1,3,3,1,3,3,2,4,2,2,3,2,3,4,4,5,4,3,1,2,3,3,1,2,3,4,2,4,2,5,3,4,4,4,3,"yes","yes",3,2.46666666666667,3,3.6
"1729",32.5,"Female","Yes Kids","ltuni","full-time",15000,"library technician",5,7,"Rural/Country","United States","Separated",1,1,4,5,3,2,1,4,4,5,5,4,5,5,2,3,5,4,3,5,3,5,3,3,5,5,5,3,3,1,3,5,5,4,5,5,5,5,5,3,3,5,1,1,3,3,3,"yes","yes",2.5,4.13333333333333,4.05,2.2
"1730",45,"Male","Yes Kids","ma","full-time",150000,"manager",1,0,"Large-City","United States","Married",2,0,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,4,1,2,2,2,1,2,2,3,1,2,3,2,2,1,2,3,2,2,2,4,4,4,4,3,"yes","no",2,1.53333333333333,2.05,3.8
"1731",45,"Male","Yes Kids","ltuni","full-time",150000,"operations manager",9,0,"Medium-Sized","United States","Married",2,0,2,2,2,2,2,1,2,5,3,2,2,2,3,2,2,2,3,3,2,2,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,4,2,2,2,2,3,5,3,3,3,"no","no",2,2.4,2.6,3.4
"1732",32.5,"Female","No Kids","ma","full-time",25000,"college professor",3,4,"Medium-Sized","United States","Married",0,0,2,2,2,2,2,1,1,3,1,1,1,2,3,1,2,3,2,2,1,2,3,3,2,3,3,3,3,3,3,1,3,3,1,2,2,4,3,3,3,3,3,3,3,3,3,"no","no",2,1.73333333333333,2.7,3
"1733",32.5,"Female","No Kids","phd","full-time",45000,"surgical resident",4,0,"Small City","United States","Divorced",0,0,3,4,3,4,4,2,1,2,2,4,2,4,4,4,4,5,2,3,2,4,4,5,3,5,5,4,4,4,4,2,2,5,4,3,4,5,5,3,3,4,3,4,4,4,3,"yes","no",3.5,3,3.9,3.6
"1734",55,"Female","Yes Kids","phd","full-time",67500,"teacher",1,3,"Small City","United States","Married",1,2,1,3,3,2,2,1,1,2,4,4,1,1,5,2,4,2,4,2,1,3,4,1,1,1,1,2,4,4,4,3,5,4,2,2,5,4,1,5,1,4,2,5,4,4,2,"yes","no",1.5,2.46666666666667,2.9,3.4
"1735",28,"Male","No Kids","deg","full-time",67500,"editor",6,0,"Large-City","United States","Married",0,0,3,3,3,1,1,2,2,5,3,4,2,1,2,2,2,5,2,4,2,2,3,2,3,3,1,2,2,3,2,4,4,3,4,4,3,4,3,4,2,3,4,5,4,5,5,"yes","no",2,2.66666666666667,2.95,4.6
"1736",55,"Female","Yes Kids","ma","full-time",150000,"grants administrator",5,0,"Medium-Sized","United States","Married",1,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,3,1,4,1,1,2,2,2,1,2,1,1,1,1,1,4,2,2,2,2,3,4,2,2,3,4,4,4,4,4,"no","no",2,1.66666666666667,2,4
"1737",45,"Female","No Kids","ma","full-time",150000,"senior grant officer",5,0,"Large-City","United States","Married",0,0,3,3,3,3,3,2,3,4,4,4,2,5,3,2,3,3,5,2,5,4,4,2,2,4,4,2,3,4,3,2,4,3,2,2,3,5,3,2,3,3,5,5,5,5,5,"yes","yes",3,3.4,3,5
"1738",55,"Male","No Kids","phd","full-time",150000,"doctor; physician",8,0,"Large-City","United States","Married",0,0,3,4,4,3,3,1,1,1,2,3,3,2,4,3,3,4,2,4,2,3,2,2,2,5,4,2,2,4,4,1,3,3,2,2,3,5,3,4,4,3,4,4,4,4,4,"yes","no",3,2.53333333333333,3,4
"1739",21,"Female","No Kids","dip","part-time",10000,"teacher",0,6,"Small Town","United States","Single",0,0,3,2,4,2,2,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,2,3,2,2,2,2,2,3,1,1,2,2,1,2,2,2,2,2,2,2,4,2,4,4,4,"no","no",2.5,1.33333333333333,1.95,3.6
"1740",28,"Male","No Kids","deg","student",45000,"student part-time and sales full-time",1,6,"Large-City","United States","Single",0,0,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,4,3,3,3,2,2,2,4,5,3,4,1,3,2,2,4,2,3,3,3,3,3,2,2,2,3,3,3,2,2,"yes","no",3,2.86666666666667,2.75,2.6
"1741",45,"Female","No Kids","ma","unemployed",10000,"other",0,0,"Small City","United States","Single",0,0,5,5,5,4,4,1,3,3,5,5,3,4,5,5,5,2,3,2,4,4,4,4,3,3,3,3,5,5,5,5,5,5,3,4,5,5,3,5,5,5,1,1,1,1,1,"yes","yes",4.5,3.6,4.25,1
"1742",45,"Female","Yes Kids","deg","retired",NA,"houswife",14,0,"Large-City","United States","Married",1,4,1,1,1,1,1,2,1,4,5,2,5,1,3,1,5,1,1,1,1,3,5,1,1,5,1,1,3,1,3,1,5,5,1,1,3,1,1,5,4,5,5,5,5,5,3,"yes","no",1,2.4,2.65,4.6
"1743",55,"Male","Yes Kids","phd","full-time",150000,"attorney",28,0,"Medium-Sized","United States","Married",1,2,3,3,1,2,2,1,1,4,2,2,1,1,2,1,1,4,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,3,3,4,3,4,4,4,3,3,4,4,4,4,3,"no","no",2.5,1.86666666666667,2.85,3.8
"1744",67.5,"Female","Yes Kids","phd","part-time",250000,"director",4,0,"Large-City","United States","Married",2,1,4,4,4,5,5,5,4,5,5,4,1,5,5,2,5,2,4,4,3,3,5,5,4,2,5,5,5,5,5,4,2,5,5,5,5,4,4,5,5,4,4,4,4,4,3,"yes","yes",4.5,3.8,4.45,3.8
"1745",67.5,"Male","Yes Kids","phd","full-time",150000,"psychiatrist in private practice",14,8,"Large Town","United States","Married",3,3,2,1,1,1,1,2,1,5,2,2,1,1,2,1,2,3,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,3,3,3,2,2,3,2,2,5,5,5,5,4,"no","no",1.5,1.86666666666667,1.9,4.8
"1746",32.5,"Male","No Kids","ma","full-time",250000,"finance",7,0,"Medium-Sized","United States","Single",0,0,4,4,3,3,3,1,1,5,4,4,5,5,4,3,4,5,2,4,2,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,5,1,3,2,3,2,"yes","yes",3.5,3.53333333333333,3.8,2.2
"1747",21,"Female","No Kids","ltuni","full-time",25000,"office admin",0,6,"Small City","United States","Single",0,0,4,5,4,4,4,3,4,5,5,5,1,5,4,5,5,3,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,1,2,2,2,1,"yes","yes",4,4.33333333333333,4.5,1.6
"1748",37.5,"Female","Yes Kids","ma","full-time",67500,"school counselor",2,0,"Small Town","United States","Married",0,2,4,4,3,2,2,3,4,4,4,4,5,5,4,3,4,4,4,4,4,4,4,2,4,4,5,4,3,4,4,5,1,4,4,4,4,4,4,4,5,5,4,3,3,3,3,"yes","yes",3,4,3.9,3.2
"1749",55,"Female","No Kids","deg","full-time",25000,"new realtor",1,1,"Large Town","United States","Married",0,0,4,4,3,3,3,2,1,2,3,3,5,3,2,3,3,4,3,2,2,4,3,4,3,4,3,2,2,3,2,3,4,3,2,4,3,4,4,2,3,2,3,4,4,4,2,"yes","no",3.5,2.8,3,3.4
"1750",45,"Female","Yes Kids","ma","part-time",NA,"artist",1,0,"Large-City","United States","Married",0,2,2,4,1,3,3,1,1,3,2,3,1,2,2,2,2,3,2,2,1,1,3,1,1,1,4,2,3,2,4,3,3,3,4,1,3,1,2,3,2,5,2,2,2,3,2,"no","no",2.5,1.86666666666667,2.55,2.2
"1751",55,"Female","Yes Kids","phd","part-time",67500,"medical / public health educator",6,0,"Large Town","United States","Married",1,1,4,3,4,3,3,4,4,3,5,4,3,4,4,4,5,2,5,2,5,4,5,3,3,1,5,2,4,3,4,5,5,4,4,3,4,5,2,5,4,3,3,4,3,5,2,"yes","yes",3.5,3.86666666666667,3.7,3.4
"1752",28,"Female","No Kids","deg","full-time",25000,"computer consultant",2,0,"Small Town","United States","Married",0,0,3,3,3,3,3,3,1,3,4,3,2,3,3,3,3,4,4,5,3,4,4,2,2,5,4,4,3,3,4,3,4,3,5,4,3,4,3,5,5,3,2,3,3,4,2,"yes","yes",3,3.2,3.65,2.8
"1753",67.5,"Male","No Kids","deg","full-time",15000,"self-employed freelance writer/author",23,0,"Small City","United States","Married",0,0,5,5,4,4,3,2,2,5,5,5,1,4,5,3,4,2,3,5,3,5,5,4,3,5,4,5,5,4,5,4,5,5,1,2,4,2,2,5,4,5,1,1,1,1,1,"yes","yes",4,3.6,3.95,1
"1754",55,"Male","Yes Kids","phd","full-time",250000,"college professor",30,0,"Medium-Sized","United States","Married",2,0,5,4,4,4,4,3,4,4,1,4,1,5,5,5,5,5,5,5,5,5,5,3,5,5,2,5,3,5,1,1,5,5,4,5,5,5,4,5,5,5,3,4,2,5,1,"yes","yes",4.5,4.13333333333333,4.15,3
"1755",45,"Male","Yes Kids","deg","unemployed",150000,"other",0,0,"Medium-Sized","United States","Married",1,1,2,2,2,2,2,3,1,3,1,1,1,1,3,1,3,2,1,3,1,4,2,3,2,1,3,2,2,3,3,1,1,2,4,3,2,4,2,2,3,3,3,3,4,5,5,"no","no",2,1.93333333333333,2.4,4
"1756",45,"Female","Yes Kids","deg","full-time",67500,"insurance agent",17,0,"Large Town","United States","Married",1,1,3,4,4,4,4,4,4,5,5,5,4,3,4,5,5,2,4,2,5,5,5,2,4,1,3,3,3,3,5,4,1,5,3,4,4,5,4,4,5,4,3,3,3,3,2,"yes","yes",3.5,4.13333333333333,3.6,2.8
"1757",55,"Female","Yes Kids","phd","full-time",150000,"college professor",10,0,"Large-City","United States","Married",2,0,4,4,4,3,3,2,2,4,2,1,2,2,3,1,4,4,2,3,2,3,4,5,2,5,4,2,3,4,4,3,3,4,3,3,4,5,2,4,4,4,3,4,3,4,5,"yes","no",3.5,2.46666666666667,3.6,3.8
"1758",45,"Male","Yes Kids","ma","full-time",250000,"other",3,0,"Medium-Sized","United States","Married",1,1,2,2,1,1,1,1,1,2,2,2,2,1,3,1,1,3,2,4,2,4,3,1,2,1,1,2,3,2,4,1,3,3,3,3,3,4,4,3,4,3,4,4,4,4,2,"no","no",1.5,2.06666666666667,2.65,3.6
"1759",37.5,"Female","No Kids","deg","full-time",150000,"marketing",2,10,"Large-City","United States","Single",0,0,2,3,4,3,3,3,2,5,4,3,2,3,3,1,2,5,5,5,4,3,2,2,3,2,4,3,3,3,4,5,4,3,3,3,2,3,4,2,3,3,4,4,4,5,5,"yes","no",2.5,3.33333333333333,3.05,4.4
"1760",37.5,"Male","No Kids","deg","part-time",35000,"please specify",2,0,"Small City","United States","Married",0,0,4,4,4,4,4,3,4,4,4,5,3,5,4,3,5,4,3,3,3,3,5,2,3,3,4,2,4,3,4,3,4,4,4,4,4,4,3,5,4,4,3,2,2,2,2,"yes","yes",4,3.73333333333333,3.65,2.2
"1761",32.5,"Female","No Kids","ma","full-time",45000,"other",0,0,"Large-City","United States","Single",0,0,4,3,4,2,2,2,4,4,5,4,4,4,3,4,4,3,4,3,4,3,3,2,2,5,2,3,4,3,5,4,4,4,3,2,3,2,1,4,3,3,4,3,4,4,4,"yes","yes",3,3.66666666666667,3.1,3.8
"1762",28,"Male","No Kids","phd","student",55000,"please specify",3,0,"Large-City","United States","Married",0,0,2,1,2,1,1,1,3,4,4,5,4,2,4,1,3,3,3,3,2,1,4,2,2,3,2,2,3,3,3,3,4,4,3,3,3,2,2,2,3,3,5,5,4,5,5,"yes","no",1.5,2.86666666666667,2.8,4.8
"1763",55,"Male","No Kids","ltuni","part-time",15000,"self employed",10,0,"Large-City","United States","Divorced",0,0,3,3,4,3,4,4,1,5,3,3,3,3,4,4,4,3,3,2,2,5,5,2,2,3,2,1,4,4,4,3,2,3,4,2,4,4,2,4,5,5,2,2,3,2,4,"yes","yes",3.5,3.26666666666667,3.25,2.6
"1764",67.5,"Male","Yes Kids","phd","part-time",25000,"other",17,0,"Other","United States","Widowed",0,2,3,3,3,2,3,1,1,2,2,3,3,3,3,2,3,3,3,3,2,3,3,2,2,1,2,2,3,3,3,2,2,3,1,1,3,3,2,1,3,2,4,4,4,5,4,"no","no",3,2.46666666666667,2.2,4.2
"1765",21,"Female","No Kids","deg","full-time",35000,"legal assistant",0,6,"Small City","United States","Single",0,0,3,4,2,2,2,1,3,3,5,3,3,5,4,2,3,4,5,3,4,4,4,2,3,5,3,2,3,4,4,2,3,4,2,2,4,4,4,4,4,4,4,4,5,5,4,"yes","yes",2.5,3.46666666666667,3.35,4.4
"1766",45,"Male","No Kids","ma","student",150000,"student/imvestor",1,0,"Medium-Sized","United States","Single",0,0,3,3,1,1,1,1,3,3,4,4,1,1,4,3,1,3,3,2,1,3,3,1,1,1,3,3,3,1,5,5,1,3,1,2,3,2,3,5,4,4,4,4,4,4,2,"yes","no",2,2.46666666666667,2.7,3.6
"1767",28,"Male","No Kids","deg","student",NA,"please specify",0,9,"Small City","United States","Single",0,0,4,4,4,3,3,2,2,5,3,1,1,3,5,1,2,4,3,3,2,3,4,1,5,2,3,3,3,4,4,3,3,4,3,4,5,3,3,4,4,4,1,1,1,1,1,"yes","yes",3.5,2.66666666666667,3.45,1
"1768",19,"Female","No Kids","high","part-time",10000,"manager",0,4,"Small City","United States","Single",0,0,3,4,3,3,3,2,2,4,4,3,4,4,5,2,4,4,2,5,3,3,5,2,3,5,5,4,4,3,4,4,4,4,2,3,5,4,4,5,5,5,3,3,3,4,4,"yes","yes",3,3.4,4,3.4
"1769",28,"Female","No Kids","ma","student",10000,"social work intern",1,0,"Large-City","United States","Single",0,0,4,4,4,4,4,3,2,5,3,5,5,5,4,2,4,1,3,3,3,4,5,4,4,5,4,4,4,2,5,5,4,5,3,3,5,5,2,4,4,5,2,4,3,4,4,"yes","yes",4,3.46666666666667,4.1,3.4
"1770",67.5,"Male","Yes Kids","phd","full-time",55000,"attorney",30,0,"Other","United States","Divorced",0,10,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,1,5,5,4,5,5,3,5,5,2,3,5,5,5,3,3,5,4,4,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.5,4.46666666666667,4.35,1
"1771",45,"Male","No Kids","lthigh","unemployed",25000,"please specify",30,0,"Small Town","United States","Single",0,0,4,4,5,5,5,5,1,5,3,4,4,4,5,5,5,4,3,3,1,5,5,3,2,5,4,4,5,5,5,1,3,5,5,4,4,4,3,4,5,5,1,1,2,1,2,"yes","yes",4.5,3.8,4.05,1.4
"1772",21,"Female","No Kids","ltuni","full-time",35000,"administrative asistant for jewelry stor",0,6,"Small City","United States","Single",0,0,3,3,1,2,2,2,2,4,4,3,4,4,3,2,3,2,4,1,3,3,3,3,4,4,4,2,3,3,3,3,3,3,2,2,3,4,4,2,4,3,3,4,4,4,4,"yes","yes",2.5,2.93333333333333,3.1,3.8
"1773",28,"Male","No Kids","ma","full-time",55000,"other",0,7,"Medium-Sized","United States","Married",0,0,3,4,3,2,2,1,1,3,2,2,4,4,4,2,4,5,2,4,1,4,5,2,3,4,5,4,4,4,4,2,4,4,4,3,4,5,3,5,3,4,4,4,4,4,4,"yes","yes",2.5,2.86666666666667,3.8,4
"1774",37.5,"Male","Yes Kids","deg","full-time",150000,"computers",10,0,"Small City","United States","Married",0,1,4,4,3,3,3,5,5,5,5,5,5,5,4,4,5,5,5,5,1,5,5,4,4,4,4,3,5,3,5,4,4,5,4,3,4,4,4,5,5,5,1,3,1,2,1,"yes","yes",3.5,4.6,4.2,1.6
"1775",37.5,"Female","No Kids","deg","student",10000,"please specify",2,0,"Large Town","United States","Single",0,0,3,3,2,1,1,1,2,1,3,4,2,3,3,3,2,1,3,2,2,3,5,1,1,3,1,1,4,3,5,2,2,5,1,2,4,4,3,4,5,4,2,2,2,2,1,"yes","yes",2,2.33333333333333,3,1.8
"1776",37.5,"Male","No Kids","deg","unemployed",35000,"other",10,0,"Large-City","United States","Single",0,0,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,3,2,2,3,3,2,2,3,4,3,3,3,2,2,3,3,2,3,2,3,2,"yes","no",2.5,2.06666666666667,2.65,2.4
"1777",32.5,"Male","No Kids","ltuni","full-time",87500,"bar & restaurant owner",1,6,"Small City","United States","Single",0,0,4,2,3,3,3,4,2,5,3,4,1,4,4,2,3,5,3,5,3,4,4,4,2,4,3,3,4,4,4,2,2,3,4,3,4,4,3,3,4,4,3,4,3,2,1,"yes","yes",3.5,3.46666666666667,3.4,2.6
"1778",22,"Female","No Kids","ltuni","unemployed",10000,"other",0,3,"Medium-Sized","United States","Single",0,0,3,4,4,4,4,3,3,2,5,4,2,4,4,4,4,2,4,2,5,5,4,2,2,4,3,3,4,4,4,2,3,4,3,3,4,3,2,3,4,4,2,2,2,2,1,"yes","yes",3.5,3.53333333333333,3.25,1.8
"1779",24,"Female","No Kids","ma","student",15000,"please specify",3,0,"Medium-Sized","United States","Single",0,0,4,4,4,4,4,1,3,4,5,5,5,5,5,3,5,4,5,5,5,4,5,3,4,4,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4,4.26666666666667,4.6,1
"1780",55,"Male","Yes Kids","ma","full-time",35000,"licensed professional counselor",28,0,"Medium-Sized","United States","Married",0,1,3,4,3,2,2,3,1,4,3,4,3,4,4,3,3,3,3,2,2,4,3,1,3,1,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,"yes","yes",2.5,3.06666666666667,2.95,2.6
"1781",45,"Male","Yes Kids","ma","full-time",67500,"supervising program development speciali",4,0,"Small City","United States","Married",1,1,2,2,2,1,1,1,2,5,2,2,3,3,2,2,2,1,3,3,4,1,2,1,1,3,3,3,3,2,4,1,2,3,2,2,2,1,1,3,3,4,4,4,3,4,2,"yes","yes",1.5,2.4,2.3,3.4
"1782",20,"Male","No Kids","ltuni","student",10000,"please specify",2,0,"Large-City","United States","Single",0,0,4,5,5,4,4,1,1,3,5,4,1,3,3,4,5,4,2,2,2,4,4,2,4,4,5,5,5,3,5,3,4,4,1,5,5,4,4,5,2,2,4,1,3,3,4,"no","no",4,2.93333333333333,3.8,3
"1783",55,"Male","Yes Kids","ma","full-time",55000,"computer programmer",7,11,"Large Town","United States","Divorced",2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,3,1,2,1,1,2,3,1,1,1,5,2,1,1,1,3,3,2,3,2,2,1,5,4,4,4,4,3,"no","no",1.5,1.66666666666667,2.05,3.8
"1784",55,"Female","No Kids","deg","unemployed",10000,"houswife",14,0,"Small City","United States","Other",0,0,4,5,4,4,5,1,3,5,4,4,3,5,5,4,4,4,3,5,3,4,5,1,3,5,4,2,4,4,4,3,3,4,2,4,4,4,4,5,5,5,3,3,2,3,1,"yes","yes",4.5,3.8,3.75,2.4
"1785",37.5,"Male","Yes Kids","ma","student",55000,"please specify",5,6,"Large-City","United States","Married",1,0,3,4,4,3,3,2,1,5,3,3,4,2,4,3,4,2,3,1,1,4,4,4,2,3,3,3,3,3,5,1,3,3,4,4,4,1,3,4,3,2,3,3,3,4,2,"yes","no",3,2.8,3.1,3
"1786",28,"Male","No Kids","deg","student",15000,"please specify",4,8,"Small City","United States","Married",0,0,3,3,5,3,3,3,2,5,5,4,2,5,5,5,5,3,3,3,4,4,5,2,3,4,3,4,3,4,5,2,5,5,2,4,4,4,3,4,5,4,4,5,2,4,1,"yes","yes",3,3.86666666666667,3.75,3.2
"1787",28,"Female","No Kids","deg","full-time",45000,"writer",2,8,"Large Town","United States","Single",0,0,4,4,3,3,3,2,1,2,4,3,4,4,4,3,4,4,2,4,1,3,4,1,3,3,2,2,4,4,4,2,2,4,3,3,4,2,2,4,3,3,2,4,3,3,2,"yes","yes",3.5,3,2.95,2.8
"1788",28,"Female","No Kids","phd","student",25000,"other",2,0,"Small City","United States","Married",0,0,3,3,3,2,2,1,1,1,2,2,3,3,4,2,4,4,2,3,1,1,5,1,1,4,1,1,4,2,5,2,2,5,1,1,5,4,2,4,4,3,2,3,3,3,3,"yes","yes",2.5,2.26666666666667,2.85,2.8
"1789",32.5,"Male","No Kids","phd","full-time",35000,"scientist",2,0,"Large-City","United States","Single",0,0,2,3,2,2,2,1,2,3,2,3,3,3,4,3,3,2,2,2,2,3,4,3,4,5,2,2,3,3,3,1,2,4,1,3,3,4,2,4,4,3,4,3,4,3,3,"yes","no",2,2.53333333333333,3,3.4
"1790",37.5,"Female","No Kids","ma","full-time",87500,"attorney",4,0,"Large-City","United States","Single",0,0,3,3,2,4,4,2,2,5,4,4,2,3,4,4,3,3,2,4,1,4,4,4,4,2,4,2,4,2,5,2,4,3,3,4,3,4,2,4,4,5,1,1,2,2,1,"yes","no",3.5,3.13333333333333,3.45,1.4
"1791",28,"Male","No Kids","phd","full-time",55000,"surgeon",5,9,"Large-City","United States","Single",0,0,3,4,2,2,2,3,5,5,4,4,2,5,2,1,4,4,5,4,5,2,5,4,5,5,5,5,5,3,4,5,5,4,5,5,5,5,5,5,4,5,2,3,2,3,1,"yes","yes",2.5,3.66666666666667,4.7,2.2
